,0,1,2
4226,Surgical Replantation,cell replacement,1
4227,Surveys,surveys,1
4228,Survival Rate,survival rate,1
4229,survive,survive,1
4230,Survivors,survivors,1
4231,Susceptibility (property) (qualifier value),susceptibility,4
4232,Sustain,sustain,1
4233,Sustained,sustaining,2
4234,SWI/SNF complex,mSWI/SNF complex,1
4235,Swiss 3T3 Cells,Swiss mouse 3T3 cells,1
4236,Switch Device Component,switch,2
4237,Symptomatic,symptomatic,1
4238,synapse maturation,synapse maturation,1
4239,Synapses,synapses,9
4240,Synapses,synapse,4
4241,Synapses,cone synapses,1
4242,Synaptic cleft,synaptic cleft,1
4243,Synaptic connectivity,synaptic connectivity,1
4244,Synaptic Transmission,synaptic transmission,5
4245,Synaptic Transmission,neurotransmission,1
4246,synaptic vesicle localization,synaptic localization,1
4247,Synaptic Vesicles,synaptic vesicle fraction,1
4248,Synaptic Vesicles,synaptic vesicle,1
4249,Synaptic Vesicles,synaptic vesicles,1
4250,synaptogenesis,synapse formation,2
4251,Synaptosomes,synaptosomal,2
4252,Synaptosomes,synaptosomes,2
4253,Synchronous,synchronized,1
4254,Synchronous,synchronization,1
4255,SYNRG gene,gamma-synergin,1
4256,Synthesis,synthesized,4
4257,Systemic arterial pressure,arterial blood pressure,1
4258,T cell apoptotic process,T-cell apoptosis,1
4259,Table Frame -box,box,1
4260,Table Rules - groups,groups,1
4261,Tail,tails,2
4262,Talin,talin,1
4263,Tandem Mass Spectrometry,tandem mass spectrometry,2
4264,TARDBP gene,TAR DNA binding protein,1
4265,Target,targeted,8
4266,Target,Targeted,2
4267,Target Cell Count,target cells,1
4268,Target Lesion Identification,target,22
4269,TATA Box,TATA box,1
4270,TATA-Box Binding Protein,TATA-box,1
4271,TATA-Box Binding Protein,TATA-box-binding protein,1
4272,Tau - Statistical Technique,tau,1
4273,TBATA gene,spatial,5
4274,TBC1D21 gene,TBC1D21,5
4275,TBC1D21 gene,Tbc1d21,1
4276,T-Cell Activation,T-cell activation,1
4277,T-Cell Immunoreceptor with Ig and ITIM Domains,domain-containing transmembrane protein,1
4278,T-Cell Proliferation,T-cell proliferation,1
4279,T-Cell Receptor,TCR,1
4280,TCF12 gene,helix-loop-helix transcription factor,1
4281,TCF12 gene,HEB,3
4282,TCF3 gene,immunoglobulin transcription,1
4283,TCF4 gene,TCF4,3
4284,TCF4 gene,Tcf4,1
4285,TCF4 wt Allele,ITF-2,3
4286,TCF4 wt Allele,SEF-2,6
4287,TCF7L2 gene,Tcf-4,8
4288,TCF7L2 gene,Tcf7l2,2
4289,Techniques,technique,1
4290,Techniques,techniques,2
4291,Technology,technology,2
4292,Technology,technologies,1
4293,TEK gene,tek,2
4294,TEK gene,Tie-2,10
4295,TEK gene,Tek,12
4296,TEK gene,tek gene,2
4297,TEK gene,tie-2,8
4298,TEK gene,TEK,5
4299,TEK gene,tie2,3
4300,TEK gene,tie2 protein,1
4301,TEK gene,Tek receptor tyrosine kinase,1
4302,TEK gene,Tie2,23
4303,TEK gene,Tie-2 gene,1
4304,TEK gene,Tie-2 protein,1
4305,Telephone Extension Number,extension,1
4306,Temporal - Regional site descriptor,temporal,3
4307,teratologic,anomalies,2
4308,Teratoma,teratomas,1
4309,Teratozoospermia,teratozoospermia,1
4310,Term Source,source,1
4311,terminal differentiation,Terminal differentiation,1
4312,Terminally Ill,terminally,1
4313,termination - ActReason,termination,1
4314,"Terminator Regions, Genetic",terminal sequences,1
4315,Test Method,method,3
4316,Test Result,results,43
4317,Testicular Tissue,testicular tissue,2
4318,Testiculo-,testicular,4
4319,Testis,testis,10
4320,Testis,testes,1
4321,Testis-Specific Gene 10 Protein,testis-specific,1
4322,Tests (qualifier value),tested,4
4323,Tethered,tethering,1
4324,Tetrodotoxin,tetrodotoxin,1
4325,TEX101 gene,TEX101,1
4326,TFAP4 gene,AP-4,1
4327,"TFF1 protein, human",PS2,1
4328,TGFB1I1 gene,androgen receptor activator,1
4329,Thalamic structure,thalamus,2
4330,Therapeutic - Location Service Code,therapeutic,6
4331,Therapeutic procedure,therapies,2
4332,Therapeutic procedure,therapeutics,1
4333,thiol-dependent ubiquitin-specific protease activity,deubiquitinase,2
4334,thiol-dependent ubiquitin-specific protease activity,DUB,3
4335,Three-dimensional,three-dimensional fold,1
4336,Three-dimensional,three-dimensional,1
4337,Three-dimensional,three-dimensional matrices,1
4338,Threonine measurement,threonine,1
4339,Threshold,threshold,1
4340,Thrombosis of blood vessel,thrombosis,2
4341,Thymine DNA Glycosylase,thymine glycol DNA glycosylase,1
4342,thymocyte,Thymocytes,1
4343,thymocyte,thymocytes,1
4344,Thymus Gland,thymus,1
4345,THYROID HORMONE PLASMA MEMBRANE TRANSPORT DEFECT,defect,4
4346,Thyroid Hormone Receptor Alpha-1,thyroid receptor alpha,1
4347,Tibial Arteries,tibialis arteries,1
4348,TIE1 gene,tie,1
4349,TIE1 gene,Tie,1
4350,TIE1 gene,TIE,1
4351,Time,time,1
4352,Timing,timing,1
4353,TIMM8A gene,MTs,1
4354,Tip,tip,1
4355,Tissue Adhesions,adhesion,2
4356,Tissue Donors,donor,1
4357,Tissue fiber,fibers,2
4358,tissue homeostasis,tissue homeostasis,2
4359,Tissue membrane,membranes,1
4360,tissue regeneration,tissue regeneration,2
4361,Tissue Specificity,tissue specificity,1
4362,Tissue-Specific Splicing,tissue-specific,7
4363,TLE4 wt Allele,lymphocyte gene,1
4364,T-Lymphocyte,T cells,3
4365,T-Lymphocyte,T cell,1
4366,"TM4SF1 protein, human",L6,2
4367,"TNFSF11 protein, human",RANKL,1
4368,TNIK gene,Tnik,2
4369,TNIK gene,TNIK,4
4370,TNS1 gene,tensin,1
4371,Toll-like receptors,Toll-like receptor,1
4372,TOMM20 gene,TOMM20,2
4373,Tongue,tongue,1
4374,Topical Dosage Form,top,1
4375,TOR signaling,signaling cascades,2
4376,tortuous aorta,tortuous aorta,1
4377,Total Peripheral Resistance,peripheral vascular resistance,1
4378,Toxic,toxic,1
4379,Toxicity aspects,toxicity,1
4380,TP53 gene,p53,17
4381,"TP53INP1 protein, human",stress-induced,2
4382,TPM3 wt Allele,TM3,1
4383,TPM3 wt Allele,TM5,1
4384,trabecula formation,trabeculation,1
4385,Trabecular meshwork structure,trabecular meshwork,1
4386,Tract,tracts,2
4387,Traffic,traffic,1
4388,trafficking,trafficking,3
4389,trafficking,Trafficking,1
4390,Transaction counts and value totals - day,day,11
4391,"Trans-Activation, Genetic",transactivation,6
4392,"Trans-Activation, Genetic",transactivation activity,2
4393,Trans-Activators,trans-activates,1
4394,Trans-Activators,trans-activation,1
4395,Transcript,transcripts,26
4396,Transcript,transcript,7
4397,Transcript,no transcripts,1
4398,Transcript,gene transcripts,1
4399,Transcription Activator-Like Effectors,effectors,1
4400,Transcription Coactivator,transcriptional coactivator proteins,1
4401,Transcription Coactivator,transcriptional coactivator,3
4402,Transcription Coactivator,activator of transcription,1
4403,Transcription Coactivator,nuclear transcriptional coactivator,1
4404,Transcription Coactivator,co-,1
4405,Transcription Coactivator,transcriptional activators,1
4406,Transcription Coactivator,transcriptional coactivators,1
4407,Transcription Coactivator,transcriptional activator,1
4408,Transcription Elongation,transcriptional elongation,2
4409,TRANSCRIPTION FACTOR,transcription factors,20
4410,TRANSCRIPTION FACTOR,transcription factor,7
4411,TRANSCRIPTION FACTOR,Transcription factor,1
4412,TRANSCRIPTION FACTOR,TFs,2
4413,Transcription Factor 3,E2A,1
4414,Transcription Factor AP-2 Alpha,AP-2,3
4415,transcription factor S-II,transcription elongation factor,1
4416,Transcription Factor TFIIB,basal transcription factor TFIIB,1
4417,Transcription Factor TFIID,mouse transcription factor IID,1
4418,Transcription Factor TFIID,TFIID,1
4419,"Transcription Factors, General",general transcription factors,1
4420,"Transcription Factors, General",general transcription factor,1
4421,transcription from mitochondrial promoter,mitochondrial gene transcription,1
4422,Transcription Initiation,transcription initiation,1
4423,Transcription Repressor/Corepressor,transcriptional corepressor,2
4424,"Transcription, Genetic",transcription,40
4425,"Transcription, Genetic",Transcription,1
4426,"Transcription, Genetic",transcriptional,4
4427,"Transcription, Genetic",gene transcription,7
4428,"Transcription, Genetic",transcriptionally,1
4429,"Transcription, Genetic",active gene transcription,1
4430,Transcriptional Activation,transcriptional activation function,1
4431,Transcriptional Activation,transcriptional activation,10
4432,Transcriptional Activation Domain,transcriptional activation domain,1
4433,Transcriptional Regulation,transcriptional control,2
4434,Transcriptional Regulation,transcriptional regulation,4
4435,Transcriptional Regulation,transcriptional regulators,2
4436,Transcriptional Regulation,Transcriptional regulation,1
4437,Transcriptional Repression,repress transcription,1
4438,Transcriptional Repression,transcriptional repression,2
4439,"Transcriptional Repressor Protein YY1, human",YY-1,1
4440,Transcriptome,transcriptome,1
4441,Transcytotic Pathways,cellular pathways,1
4442,Transducers,transduces,2
4443,Transducers,transduce,1
4444,Transfection,Transfection,3
4445,Transfection,transfection,1
4446,Transferrin measurement,transferrin,2
4447,Transforming Growth Factor Beta 2,Tgfb2,1
4448,Transforming Growth Factor Beta-1-Induced Transcript 1 Protein,HIC-5,4
4449,transforming growth factor beta3,Tgfb3,1
4450,Transforming Growth Factors,transforming growth factor,1
4451,Transgenes,transgene,1
4452,Transgenes,Transgenes,1
4453,trans-Golgi Network,trans-Golgi network,1
4454,trans-Golgi Network,TGN,3
4455,Transition (action),transition,8
4456,Transition (action),transitions,1
4457,Transitory,Transient,1
4458,Transjugular intrahepatic portosystemic shunt procedure,tips,3
4459,Translating,translated,1
4460,Translation Initiation,translation initiation,1
4461,Translational Repression,Translational repression,1
4462,Translational Repression,translational repression,1
4463,Transmembrane Domain,transmembrane domain,1
4464,Transmembrane Domain,transmembrane region,1
4465,transmission process,transmitted,1
4466,Transmitted by,transmit,1
4467,Transplanted tissue,transplanted,1
4468,Transport Device Component,transport,4
4469,trans-synaptic signaling by trans-synaptic complex,trans-synaptic,1
4470,Traumatic injury,injury,1
4471,Treating,treated,1
4472,Treating,treated with,5
4473,Treating,treating,3
4474,Treatment Study,treatment,13
4475,Treatment Study,Treatment,4
4476,Tretinoin,retinoic acid,1
4477,Tretinoin,RA,1
4478,Tretinoin,Retinoic acid,1
4479,Trial Inclusion and Exclusion Criteria Submission Domain,Ti,8
4480,Trial Phase 3B,3b,1
4481,Trial Screening,screening,9
4482,trichostatin A,trichostatin A,1
4483,trichostatin A,TSA,1
4484,Triggered by,initiator,2
4485,Triggered by,precipitated,1
4486,Triggered by,evoked,1
4487,"TRIM25 protein, human",estrogen-responsive,1
4488,Trisomy,trisomy,3
4489,Triton X-100,Triton X-100,1
4490,trophoblast,trophoblast,1
4491,Trophoblast cell,trophoblast cells,1
4492,"tropomyosin-related kinase-B, human",tropomyosin-related kinase B,1
4493,"tropomyosin-related kinase-B, human",TrkB,2
4494,Troponin I,inhibitory subunit,3
4495,TRPM1 gene,TRPM1,1
4496,"TRPM3 protein, human",transient receptor potential melastatin 1,1
4497,Truncated BID,truncated,2
4498,Trunk structure,trunk,1
4499,TSC2 gene,tuberin,2
4500,Tuberculosis,tuberculosis,2
4501,Tuberous Sclerosis,Tuberous sclerosis,1
4502,Tuberous Sclerosis,tuberous sclerosis complex,2
4503,Tuberous Sclerosis,TSC,1
4504,TUBEROUS SCLEROSIS 1 (disorder),TSC1,4
4505,TUBEROUS SCLEROSIS 1 (disorder),Tsc1,11
4506,TUBEROUS SCLEROSIS 2 (disorder),tuberous sclerosis 2,2
4507,TUBEROUS SCLEROSIS 2 (disorder),Tsc2,6
4508,tuberous sclerosis complex 2 protein,TSC2,9
4509,tuberous sclerosis complex 2 protein,TSC2 protein,1
4510,Tubulin,tubulin,3
4511,tubulogenesis,tubulogenesis,1
4512,Tumor Angiogenesis,tumor angiogenesis,1
4513,Tumor Cell Invasion,invasion,2
4514,"Tumor cells, malignant",cancer cells,5
4515,"Tumor cells, malignant",Cancer cells,1
4516,tumor growth,tumor growth,1
4517,Tumor Necrosis Factor-alpha,tumor necrosis factor alpha,3
4518,Tumor Necrosis Factor-alpha,Tumor necrosis factor alpha,1
4519,Tumor Necrosis Factor-alpha,TNF alpha,1
4520,Tumor Necrosis Factor-alpha,TNF,5
4521,Tumor Suppressor Genes,tumour suppressor gene,3
4522,Tumor Suppressor Genes,tumour suppressor,2
4523,Tumor Suppressor Genes,tumor suppressor genes,2
4524,Tumor Suppressor Genes,tumor suppressor gene,1
4525,Tumor Suppressor Genes,tumor suppressors,3
4526,Tumor tissue sample,tumor samples,1
4527,Turnover technique,turnover,2
4528,Two-Hybrid System Techniques,two-hybrid,1
4529,Type 2,type II,1
4530,Type of bridge device,bridge,1
4531,Type of restoration,restoration,1
4532,tyrosine binding,bind tyrosine,1
4533,Tyrosine Kinase Domain,tyrosine kinase domains,1
4534,Tyrosine measurement,tyrosine,21
4535,Tyrosine measurement,Tyrosine,1
4536,Tyrosine measurement,tyrosines,2
4537,tyrosine receptor,receptor tyrosine,1
4538,"Tyrosine-Protein Kinase ABL1, human",p150,1
4539,Ubiquitin,ubiquitinated,2
4540,ubiquitin activity,ubiquitin,3
4541,Ubiquitin Ligase Gene,ubiquitin ligase,3
4542,Ubiquitinated Proteins,ubiquitinated proteins,1
4543,Ubiquitination,ubiquitination,15
4544,Ubiquitination,protein ubiquitination,1
4545,Ubiquitination,ubiquitylation,4
4546,ubiquitin-like protein conjugating enzyme activity,E2,2
4547,ubiquitin-protein ligase,E3 ubiquitin-protein ligases,1
4548,ubiquitin-protein ligase,ubiquitin ligases,2
4549,ubiquitin-protein ligase,E3 ubiquitin ligase,1
4550,ubiquitin-protein ligase,E3 ubiquitin ligase activity,1
4551,ubiquitin-protein ligase,E3 ligase,3
4552,ubiquitin-protein ligase,E3 ligases,1
4553,UHRF1 gene,Uhrf1,3
4554,Ultrastructure,ultrastructure,2
4555,Ultrastructure,ultrastructural,1
4556,undefined,undefined,1
4557,Undetectable,undetectable,1
4558,Undifferentiated,undifferentiated,3
4559,Unidentified - modifier,unidentified,2
4560,Unilateral,unilateral,1
4561,Unique,unique,8
4562,United Arab Emirates,TC,1
4563,United States,USA,2
4564,Units Of Measure - Gilbert,Gilbert,1
4565,Unrelated (finding),unrelated,1
4566,Untranslated Regions,untranslated region,1
4567,Unusual,unusual,2
4568,Upper,superior,1
4569,Up-Regulation (Physiology),up-regulated,3
4570,Up-Regulation (Physiology),upregulation,3
4571,Up-Regulation (Physiology),up-regulation,1
4572,Upstream,upstream,5
4573,Uroporphyrinogen III Synthetase,uroporphyrinogen III synthase,1
4574,Ursidae Family,bear,1
4575,Usage,employ,1
4576,USP1 gene,Usp7,4
4577,USP7 gene,herpesvirus-associated ubiquitin-specific protease,1
4578,USP7 gene,HAUSP,4
4579,USP7 gene,Hausp,5
4580,USP7 gene,hausp,2
4581,USP7 gene,USP7,8
4582,USP7 gene,ubiquitin-specific protease 7,1
4583,Usual,typical,1
4584,Uterine Tachysystole,Hypercontractility,1
4585,Utility (animal life circumstance),utility,2
4586,utilization qualifier,utilization,1
4587,UTS2R gene,UTR,1
4588,Vaccinia virus,vaccinia virus,1
4589,Vacuolar Protein Sorting,vacuolar protein sorting,1
4590,Value Below Reference Range,low,11
4591,Values,values,1
4592,Variable (uniformity),variable,1
4593,Variable expressivity,variable expressivity,1
4594,Variant,variant,6
4595,Variant,variants,13
4596,Variant,variation,3
4597,Vascular anomaly,vascular malformations,1
4598,Vascular constriction (function),vasoconstriction,2
4599,vascular cord development,vascular development,6
4600,Vascular Endothelial Cells,vascular endothelial cells,3
4601,Vascular Endothelial Growth Factor A,VEGF,1
4602,Vascular Endothelial Growth Factor Receptor-2,VEGFR-2,1
4603,Vascular plexus,vascular plexus,2
4604,Vascular Remodeling,vascular remodeling,1
4605,Vascular System,vascular system,5
4606,Vascularization,vascularized,1
4607,Vasculature,vasculature,4
4608,vasculogenesis,vasculogenesis,4
4609,Vasoactive Intestinal Peptide,vasoactive intestinal peptide,1
4610,VAX1 gene,ventral anterior homeobox,1
4611,VAX2 gene,Vax2,1
4612,"VCL protein, human",vinculin,1
4613,Vegetable marrow,marrow,1
4614,Venous system,venous systems,1
4615,Version,versions,1
4616,Vertebral column,vertebral column,1
4617,Vertebral column,spines,1
4618,Vertebrates,vertebrates,8
4619,Vertebrates,vertebrate,7
4620,Vesicle (morphologic abnormality),vesicles,5
4621,Vesicle (morphologic abnormality),vesicle,1
4622,vesicle coat,vesicle coat,1
4623,vesicle-mediated transport,vesicular transport,1
4624,Viable,viable,1
4625,View,view,1
4626,Viral,viral,1
4627,Viral Genome,viral genome,1
4628,Virus Diseases,viral infections,1
4629,Virus Physiological Phenomena,antiviral activity,1
4630,virus tail structure,tail structure,1
4631,Vision,vision,1
4632,Vision,visual function,1
4633,Visual learning,spatial learning,2
4634,Visual Suppression,suppression,7
4635,Visual Suppression,Suppression,1
4636,Vitamin D3 Receptor,vitamin D receptor,1
4637,VLDLR gene,VLDLR receptor,1
4638,voltage,voltage,2
4639,von Willebrand factor,von Willebrand factor,3
4640,von Willebrand factor,VWF,2
4641,VPS45 gene,H1,1
4642,WASF1 gene,WAVE,1
4643,WASF1 gene,WAVE1,3
4644,WASF2 wt Allele,WAVE2,2
4645,WASH1 gene,WASH,11
4646,WASL gene,N-WASP,1
4647,WD40 Repeats,tryptophan-aspartate,1
4648,WD40 Repeats,WD40 domain,1
4649,WDR41 gene,WDR41,1
4650,Weakness,weak,1
4651,Weight Gain,weight gain,1
4652,Well Differentiated,differentiated,4
4653,Well Differentiated,differentiate,1
4654,West (direction),Western,1
4655,Western Blot,western blot,1
4656,Western Blot,Western blot analysis,2
4657,WFDC5 gene,whey acidic protein,1
4658,What subject filter - Status,status,1
4659,White Adipose Tissue,white adipose tissue,2
4660,Whole Transcriptome Sequencing,RNA-Seq,1
4661,Wild Type,wild type,3
4662,Williams Syndrome,Williams syndrome,1
4663,Wiskott-Aldrich Syndrome Protein,Wiskott-Aldrich syndrome protein,2
4664,Wiskott-Aldrich Syndrome Protein,WASP,2
4665,With configuration,arrangement,4
4666,With staging,staging,1
4667,Withdrawal (dysfunction),serum withdrawal,2
4668,Wnt Signaling Pathway,(Wg)/Wnt signaling pathway,1
4669,Wnt Signaling Pathway,Wnt signaling pathway,2
4670,Wnt Signaling Pathway,Wnt pathway,1
4671,Wnt1 Protein,Wnt-1,1
4672,Wound Healing,wound healing,1
4673,Wound Healing,healing,1
4674,Wound Healing,repair,2
4675,X^o^rX^o^r blood group phenotype,phenotype,21
4676,xanthine,xanthine,1
4677,Xenopus oocyte,Xenopus oocytes,1
4678,Xenopus subgenus,Xenopus,2
4679,XML Bound,bound,1
4680,Y 27632,Y-27632,1
4681,year,A,1
4682,year,years,2
4683,Yeast Cell Measurement,yeast cells,3
4684,Yeast Two-Hybrid System Techniques,yeast two-hybrid system,5
4685,Yeast Two-Hybrid System Techniques,two-hybrid system,1
4686,Yeast Two-Hybrid System Techniques,yeast two-hybrid,7
4687,Yeast Two-Hybrid System Techniques,Yeast two-hybrid assays,1
4688,Yeast Two-Hybrid System Techniques,yeast two-hybrid assay,1
4689,Yeasts,yeast,6
4690,Yeasts,yeast gene,1
4691,yolk,yolk,4
4692,Young,young,2
4693,YWHAE gene,YWHAE,1
4694,YWHAE gene,Ywhae,1
4695,ZBTB8OS gene,arch,1
4696,ZDHHC5 gene,DHHC5,5
4697,Zebrafish,zebrafish,3
4698,Zinc,zinc,1
